[154/800] Game 131: 1/2-1/2, 252 positions, 189.1s, 1.3 moves/s
[155/800] Game 155: 1/2-1/2, 141 positions, 94.1s, 1.5 moves/s
[156/800] Game 140: 1-0, 205 positions, 157.9s, 1.3 moves/s
[157/800] Game 167: 1/2-1/2, 79 positions, 60.5s, 1.3 moves/s
[158/800] Game 158: 1-0, 149 positions, 109.3s, 1.4 moves/s
[159/800] Game 153: 1/2-1/2, 179 positions, 131.1s, 1.4 moves/s
[160/800] Game 174: 1-0, 61 positions, 45.7s, 1.3 moves/s
[161/800] Game 163: 1/2-1/2, 93 positions, 82.3s, 1.1 moves/s
[162/800] Game 173: 1/2-1/2, 79 positions, 58.0s, 1.4 moves/s
[163/800] Game 160: 1/2-1/2, 167 positions, 117.6s, 1.4 moves/s
[164/800] Game 169: 1/2-1/2, 92 positions, 68.8s, 1.3 moves/s
[165/800] Game 172: 1/2-1/2, 95 positions, 71.6s, 1.3 moves/s
[166/800] Game 165: 1-0, 133 positions, 94.4s, 1.4 moves/s
[167/800] Game 161: 0-1, 168 positions, 119.3s, 1.4 moves/s
[168/800] Game 166: 0-1, 122 positions, 101.9s, 1.2 moves/s
[169/800] Game 157: 1-0, 199 positions, 147.4s, 1.4 moves/s
[170/800] Game 177: 1-0, 91 positions, 77.5s, 1.2 moves/s
[171/800] Game 175: 1/2-1/2, 124 positions, 85.9s, 1.4 moves/s
[172/800] Game 176: 1-0, 121 positions, 93.4s, 1.3 moves/s
[173/800] Game 164: 1-0, 175 positions, 127.1s, 1.4 moves/s
[174/800] Game 170: 1-0, 131 positions, 105.7s, 1.2 moves/s
[175/800] Game 181: 0-1, 84 positions, 60.0s, 1.4 moves/s
[176/800] Game 171: 1/2-1/2, 158 positions, 110.2s, 1.4 moves/s
[177/800] Game 178: 1-0, 119 positions, 95.0s, 1.3 moves/s
[178/800] Game 168: 1-0, 165 positions, 121.5s, 1.4 moves/s
[179/800] Game 185: 1-0, 91 positions, 62.4s, 1.5 moves/s
[180/800] Game 162: 0-1, 204 positions, 151.3s, 1.3 moves/s
[181/800] Game 179: 1/2-1/2, 181 positions, 114.9s, 1.6 moves/s
[182/800] Game 180: 0-1, 144 positions, 121.0s, 1.2 moves/s
[183/800] Game 194: 1/2-1/2, 69 positions, 50.8s, 1.4 moves/s
[184/800] Game 184: 1-0, 119 positions, 89.2s, 1.3 moves/s
[185/800] Game 192: 1-0, 83 positions, 58.0s, 1.4 moves/s
[186/800] Game 182: 0-1, 112 positions, 94.8s, 1.2 moves/s
[187/800] Game 189: 1/2-1/2, 111 positions, 72.5s, 1.5 moves/s
[188/800] Game 183: 1-0, 113 positions, 96.5s, 1.2 moves/s
[189/800] Game 187: 0-1, 122 positions, 87.5s, 1.4 moves/s
[190/800] Game 188: 1-0, 119 positions, 96.6s, 1.2 moves/s
[191/800] Game 209: 1/2-1/2, 26 positions, 24.3s, 1.1 moves/s
[192/800] Game 191: 1-0, 115 positions, 96.2s, 1.2 moves/s
[193/800] Game 198: 1/2-1/2, 112 positions, 75.8s, 1.5 moves/s
[194/800] Game 199: 1-0, 115 positions, 86.1s, 1.3 moves/s
[195/800] Game 201: 1-0, 103 positions, 82.3s, 1.3 moves/s
[196/800] Game 195: 1/2-1/2, 144 positions, 102.1s, 1.4 moves/s
[197/800] Game 200: 1-0, 127 positions, 93.0s, 1.4 moves/s
[198/800] Game 190: 1-0, 193 positions, 138.7s, 1.4 moves/s
[199/800] Game 216: 1-0, 59 positions, 43.4s, 1.4 moves/s
[200/800] Game 186: 1-0, 225 positions, 157.8s, 1.4 moves/s
[201/800] Game 211: 0-1, 96 positions, 77.4s, 1.2 moves/s
[202/800] Game 212: 1-0, 103 positions, 78.8s, 1.3 moves/s
[203/800] Game 202: 0-1, 150 positions, 113.6s, 1.3 moves/s
[204/800] Game 197: 0-1, 164 positions, 126.8s, 1.3 moves/s
[205/800] Game 193: 1-0, 189 positions, 144.2s, 1.3 moves/s
[206/800] Game 204: 1-0, 141 positions, 107.5s, 1.3 moves/s
[207/800] Game 205: 1/2-1/2, 139 positions, 101.6s, 1.4 moves/s
[208/800] Game 210: 1-0, 131 positions, 97.3s, 1.3 moves/s
[209/800] Game 208: 1-0, 123 positions, 100.2s, 1.2 moves/s
[210/800] Game 206: 1-0, 127 positions, 105.5s, 1.2 moves/s
[211/800] Game 207: 1/2-1/2, 152 positions, 111.3s, 1.4 moves/s
[212/800] Game 196: 1/2-1/2, 220 positions, 162.0s, 1.4 moves/s
[213/800] Game 213: 1-0, 157 positions, 120.8s, 1.3 moves/s
[214/800] Game 214: 0-1, 154 positions, 116.4s, 1.3 moves/s
[215/800] Game 220: 1-0, 111 positions, 83.6s, 1.3 moves/s
[216/800] Game 224: 1-0, 81 positions, 65.4s, 1.2 moves/s
[217/800] Game 218: 0-1, 126 positions, 94.0s, 1.3 moves/s
[218/800] Game 217: 1-0, 163 positions, 106.3s, 1.5 moves/s
[219/800] Game 221: 1/2-1/2, 121 positions, 85.4s, 1.4 moves/s
[220/800] Game 203: 1-0, 251 positions, 171.0s, 1.5 moves/s
[221/800] Game 215: 1-0, 183 positions, 134.4s, 1.4 moves/s
[222/800] Game 226: 1-0, 93 positions, 77.7s, 1.2 moves/s
[223/800] Game 219: 1-0, 159 positions, 110.1s, 1.4 moves/s
[224/800] Game 231: 1/2-1/2, 95 positions, 71.1s, 1.3 moves/s
[225/800] Game 228: 1/2-1/2, 120 positions, 87.1s, 1.4 moves/s
[226/800] Game 225: 1-0, 139 positions, 98.0s, 1.4 moves/s
[227/800] Game 229: 1/2-1/2, 123 positions, 93.7s, 1.3 moves/s
[228/800] Game 222: 0-1, 152 positions, 117.6s, 1.3 moves/s
[229/800] Game 234: 1/2-1/2, 130 positions, 97.1s, 1.3 moves/s
[230/800] Game 223: 0-1, 176 positions, 128.9s, 1.4 moves/s
[231/800] Game 244: 1/2-1/2, 74 positions, 56.2s, 1.3 moves/s
[232/800] Game 230: 1-0, 159 positions, 115.8s, 1.4 moves/s
[233/800] Game 227: 0-1, 158 positions, 118.9s, 1.3 moves/s
[234/800] Game 232: 1-0, 157 positions, 125.9s, 1.2 moves/s
[235/800] Game 250: 1-0, 61 positions, 50.1s, 1.2 moves/s
[236/800] Game 238: 1/2-1/2, 122 positions, 92.7s, 1.3 moves/s
[237/800] Game 233: 1-0, 171 positions, 130.6s, 1.3 moves/s
[238/800] Game 239: 1-0, 131 positions, 100.9s, 1.3 moves/s
[239/800] Game 240: 1-0, 133 positions, 98.7s, 1.3 moves/s
[240/800] Game 237: 0-1, 152 positions, 116.3s, 1.3 moves/s
[241/800] Game 236: 0-1, 200 positions, 138.7s, 1.4 moves/s
[242/800] Game 241: 1/2-1/2, 162 positions, 120.0s, 1.3 moves/s
[243/800] Game 246: 1/2-1/2, 137 positions, 105.4s, 1.3 moves/s
[244/800] Game 243: 0-1, 142 positions, 119.8s, 1.2 moves/s
[245/800] Game 247: 0-1, 138 positions, 105.0s, 1.3 moves/s
[246/800] Game 242: 1/2-1/2, 177 positions, 128.2s, 1.4 moves/s
[247/800] Game 235: 1/2-1/2, 220 positions, 165.1s, 1.3 moves/s
[248/800] Game 249: 1/2-1/2, 127 positions, 101.2s, 1.3 moves/s
[249/800] Game 251: 1-0, 117 positions, 94.9s, 1.2 moves/s
[250/800] Game 248: 0-1, 178 positions, 124.8s, 1.4 moves/s
[251/800] Game 252: 1-0, 137 positions, 101.7s, 1.3 moves/s
[252/800] Game 255: 1/2-1/2, 126 positions, 88.6s, 1.4 moves/s
[253/800] Game 257: 1/2-1/2, 114 positions, 89.1s, 1.3 moves/s
[254/800] Game 264: 1/2-1/2, 58 positions, 50.5s, 1.1 moves/s
[255/800] Game 258: 1/2-1/2, 88 positions, 74.8s, 1.2 moves/s
[256/800] Game 256: 1-0, 135 positions, 99.5s, 1.4 moves/s
[257/800] Game 259: 0-1, 110 positions, 83.5s, 1.3 moves/s
[258/800] Game 260: 0-1, 116 positions, 88.3s, 1.3 moves/s
[259/800] Game 253: 1-0, 157 positions, 122.7s, 1.3 moves/s
[260/800] Game 245: 1/2-1/2, 238 positions, 166.9s, 1.4 moves/s
[261/800] Game 261: 0-1, 128 positions, 97.0s, 1.3 moves/s
[262/800] Game 254: 0-1, 162 positions, 125.0s, 1.3 moves/s
[263/800] Game 269: 1/2-1/2, 93 positions, 68.9s, 1.3 moves/s
[264/800] Game 268: 1-0, 105 positions, 82.8s, 1.3 moves/s
[265/800] Game 265: 1/2-1/2, 113 positions, 91.1s, 1.2 moves/s
[266/800] Game 267: 1-0, 115 positions, 87.6s, 1.3 moves/s
[267/800] Game 263: 1/2-1/2, 160 positions, 115.0s, 1.4 moves/s
[268/800] Game 270: 1/2-1/2, 115 positions, 85.7s, 1.3 moves/s
[269/800] Game 266: 0-1, 122 positions, 100.7s, 1.2 moves/s
[270/800] Game 275: 1/2-1/2, 96 positions, 77.5s, 1.2 moves/s
[271/800] Game 271: 1-0, 135 positions, 103.0s, 1.3 moves/s
[272/800] Game 262: 0-1, 200 positions, 149.4s, 1.3 moves/s
[273/800] Game 276: 1/2-1/2, 141 positions, 98.4s, 1.4 moves/s
[274/800] Game 274: 0-1, 156 positions, 111.1s, 1.4 moves/s
[275/800] Game 284: 1/2-1/2, 91 positions, 72.8s, 1.3 moves/s
[276/800] Game 279: 1/2-1/2, 152 positions, 102.6s, 1.5 moves/s
[277/800] Game 280: 0-1, 124 positions, 101.7s, 1.2 moves/s
[278/800] Game 273: 1-0, 171 positions, 129.7s, 1.3 moves/s
[279/800] Game 281: 1-0, 133 positions, 101.0s, 1.3 moves/s
[280/800] Game 278: 0-1, 160 positions, 118.0s, 1.4 moves/s
[281/800] Game 285: 1-0, 113 positions, 90.4s, 1.3 moves/s
[282/800] Game 297: 1-0, 33 positions, 26.4s, 1.3 moves/s
[283/800] Game 277: 1-0, 155 positions, 127.3s, 1.2 moves/s
[284/800] Game 272: 1-0, 195 positions, 153.4s, 1.3 moves/s
[285/800] Game 288: 1/2-1/2, 124 positions, 85.0s, 1.5 moves/s
[286/800] Game 291: 0-1, 114 positions, 82.6s, 1.4 moves/s
[287/800] Game 296: 1/2-1/2, 62 positions, 56.4s, 1.1 moves/s
[288/800] Game 290: 1-0, 115 positions, 90.6s, 1.3 moves/s
[289/800] Game 294: 1-0, 101 positions, 77.6s, 1.3 moves/s
[290/800] Game 286: 0-1, 158 positions, 126.5s, 1.2 moves/s
[291/800] Game 283: 1-0, 173 positions, 134.1s, 1.3 moves/s
[292/800] Game 289: 1/2-1/2, 152 positions, 107.8s, 1.4 moves/s
[293/800] Game 282: 1-0, 205 positions, 150.5s, 1.4 moves/s
[294/800] Game 293: 1-0, 127 positions, 105.4s, 1.2 moves/s
[295/800] Game 299: 0-1, 106 positions, 72.5s, 1.5 moves/s
[296/800] Game 295: 0-1, 122 positions, 96.5s, 1.3 moves/s
[297/800] Game 301: 1-0, 89 positions, 69.0s, 1.3 moves/s
[298/800] Game 298: 0-1, 100 positions, 78.9s, 1.3 moves/s
